Title	Artist	Genre
Above All	Michael W. Smith	Gospel & Religious
Above All	Michael W. Smith	Gospel & Religious
Abrácense, Millones Vals Op.443	Orchestra Of The Vienna Volksoper	Classical
Abrazame	Julio Iglesias	Latin
Abundance	Govi	New Age
Abundance	Govi	World
Abundance	Govi	New Age
Achy Breaky Heart	Billy Ray Cyrus	Country
Across The Golden Gate	Acoustic Alchemy	New Age
Across The Water	Linda Eder	Easy Listening
Adagio	Wolfgang Amadeus Mozart	Classical
Adagio - Allegro	Nikolaus Harnoncourt	Classical
Adagio molto - Vivace	Nikolaus Harnoncourt	Classical
Adelante!	Culture Beat	Electronica/Dance
Adeste Fideles	Robert Shaw: Shaw Chamber Singers	Holiday
Ae, Ao	Julio Iglesias	Latin
Aegean Wave	Suzanne Ciani	New Age
Afer Ventus	Enya	New Age
Africa Bamba	Santana	Rock
After All These Years	Jim Brickman & Anne Cochran	New Age
After The Fall	Journey	Rock
Against The Wind	David London	New Age
Agnus Dei	Michael W. Smith	Gospel & Religious
Agnus Dei	Michael W. Smith	Gospel & Religious
Agua Dulce, Agua Salá	Julio Iglesias	Latin
The Air That I Breathe	Julio Iglesias & The Beach Boys	Easy Listening
Airwave (Rank 1 Vs. Dutch Force Remix)	Rank 1	Electronica/Dance
Alejate	Josh Groban	Classical
Alive Again	Cher	Electronica/Dance
All At Once	Whitney Houston	R&B
All For Love	Bryan Adams	Rock
All Hail The Power Of Jesus' Name	Hymns	Gospel & Religious
All Hail The Power Of Jesus' Name	Tommy Coomes Band	Gospel & Religious
All I Ask Of You	Phantom Of The Opera Cast	Soundtrack
All I Ask Of You	Sarah Brightman & Cliff Richard	Pop
All I Ever Have To Be	Amy Grant	Gospel & Religious
All I Know Of Love	Barbra Streisand, Josh Groban	Easy Listening
All I Need	Richard Elliot	Jazz
All Is Well	John Adorney	Jazz
All Of You	Julio Iglesias	Latin
All Or Nothing	Cher	Electronica/Dance
All Out Of Love	Air Supply	Easy Listening
All That I Need Is You	Amy Grant	Gospel & Religious
All The Man That I Need	Whitney Houston	R&B
All The Way	Frank Sinatra & Celine Dion	Pop
All The Way My Savior Leads Me	Hymns	Gospel & Religious
Alle Jahre wieder	Various Artists	Holiday
Alle Jahre wieder / Fröhliche Weihnacht überall / Kling Glöckchen	Fischer Chöre	Holiday
Allegheny Moon	Anne Murray	Country
Allegria	Chris Spheeris	New Age
Alleluia	Robert Shaw: Shaw Chamber Singers	Holiday
Alleluja	Sarah Brightman	Pop
Alles Auf Sieg	Bernhard Brink	Unclassifiable
Allura	Chris Spheeris	New Age
Almighty	Wayne Watson	Gospel & Religious
Almost A Whisper	Yanni	New Age
Almost A Whisper (Yanni)	Steven C.	New Age
Always	Chris Spheeris	New Age
Always And Forever	Danny Wright	New Age
Always On My Mind	Willie Nelson	Country
Always You [Bonus Remix]	Jennifer Paige	Pop
Am I Close Enough	Soul Ballet	Jazz
Am I Close Enough	Soul Ballet	Jazz
Amazing Grace	Charlotte Church	Classical
Amazing Grace	Diana Ross	Holiday
Amazing Grace	Guideposts	Books & Spoken
Amazing Grace	José Carreras, Natalie Cole & Plácido Domingo	Holiday
Americana	Michael Pluznick Group	Unclassifiable
Amigos Para Siempre (Friends For Life)(With Jose Carreras)	Sarah Brightman	Pop
Amneris' Letter	Shania Twain	Soundtrack
Amor Perdido	Jessica Cristina	Latin
Amore Amore	Rocci, Rosanna	Unclassifiable
Ancient Of Days	Ron Kenoly	Gospel & Religious
... And Da Livin Is Ez	Soul Ballet	Jazz
And I Love Her	Obo & Sol Luna	Jazz
Andalusian Nights	Govi	New Age
Andan Diciendo	Ramón Ayala & Sus Bravos Del Norte	Latin
Angel	Lionel Richie	Rock
Angel Eyes	Roxy Music	Rock
Angel Flying Too Close To The Ground	Willie Nelson	Country
Angel Of The Morning	Daily, E.G.	Electronica/Dance
Angel Trail	Steven C.	New Age
Angeles	Enya	New Age
Angeleyes	ABBA	Pop
Angelfire	The Rippingtons	Jazz
The Angels Cried	Alan Jackson & Alison Krauss	Holiday
Angels Would Fall	Melissa Etheridge	Rock
Anne's Triumph	Danny Wright	New Age
Annie's Song	John Denver	Rock
Añoranza	Don Grusin	Jazz
Años	Los Fantasmas Del Caribe	Soundtrack
Another Cha-Cha	Santa Esmeralda	Pop
Another Chance	Roger Sanchez	Electronica/Dance
Another Christmas Song	Stephen Colbert	Holiday
Another Suitcase In Another Hall	Sarah Brightman	Pop
Anthem	Ronan Hardiman	World
Anthem	Suzanne Ciani	New Age
Any Dream Will Do	Richard Clayderman	Easy Listening
Anything But Lonely	Sarah Brightman	Pop
Anywhere Is	Enya	New Age
Aphelion	John Adorney	Jazz
Argentine Melody (Cancion De Argentina)	San José featuring Rodriguez Argentina	Soundtrack
Aria	Chris Spheeris	New Age
Aria	Yanni	New Age
Aria	Yanni	New Age
Arise My Soul Arise	Guideposts	Books & Spoken
Around The World (La La La La La)	ATC	Electronica/Dance
The Arrow	Chris Spheeris	New Age
Artist's Life, Op.316	Franz Welser-Möst; London Philharmonic Orchestra	Classical
As It Is In Heaven	Michael W. Smith	Gospel & Religious
As Tears Go By	Marianne Faithfull	Rock
At The Cross	Guideposts	Books & Spoken
Athair Ar Neamh	Enya	New Age
Atomic	Blondie	Rock
Auld Lang Syne	The Christmas Chorale	Holiday
Auld Lang Syne	Straight No Chaser	Holiday
Autumn Day	Peter White	Jazz
Autumn Dreams	Danny Wright	New Age
Ava Maria	Charlotte Church	Classical
Avalon	Roxy Music	Rock
Avalon Sunrise	Daniel Ho & Kilauea	Jazz
Ave Maria	Charlotte Church	Holiday
Ave Maria	Olivia Newton-John	Holiday
Ave Maria	Richard Clayderman	Holiday
Ave Maria	Richard Clayderman	Holiday
Ave Maria	Various Artists	Holiday
Ave Maria	Various Artists	Holiday
Ave Maria (Mascagni)	Plácido Domingo	Holiday
Ave Maria (Schubert)	Joce Carreras	Holiday
Ave Vernum	Various Artists	Holiday
Ave verum	Various Artists	Holiday
Awakenings	Dave Koz	Jazz
Away In A Manger	Bel Air Ensemble	Holiday
Away in a Manger	Encore Children's Chorus	Holiday
Away In A Manger	Various Artists	Holiday
!Ay! Para Navidad	José Carreras;Placido Domingo	Holiday
Baby Come Back To Me (The Morse Code Of Love)	The Manhattan Transfer	Jazz
Bach: Jesu, Joy Of Man's Desiring	Orpheus Chamber Orchestra	Classical
Bach: Recorder Sonata In G Minor, BWV 1030B - Siciliano	Wilhelm Kempff	Classical
Back Home Again	John Denver	Rock
Bahia Del Palmar (Palmar Bay)	Lara & Reyes	World
Baila Morena	Julio Iglesias	Latin
Bailamos	Enrique Iglesias	Latin
Bailamos	Vários Artistas	Latin
Baile Para La Luna	Nicholas Gunn	New Age
Bamboleo	Julio Iglesias	Latin
Banana Boat (Day-O)	Harry Belafonte	Easy Listening
Bang Bang Bang	Tracy Chapman	Folk
Barbara Ann	Papa Doo Run Run	Rock
Barcelona	Jim Stubblefield	World
Barcelona	John Tesh	Pop
Barcelona Nights	Ottmar Liebert	World
Battlefield	Nanci Griffith	Folk
Be Exalted O God (Brent Chambers)	Jeff Hamlin	Gospel & Religious
Be Glorified	Ron Kenoly	Gospel & Religious
Be Mine (Tonight)	Grover Washington Jr.	Jazz
Be My Love	Mario Lanza	Pop
Be Still My Soul	Hymns	Gospel & Religious
Be Thou My Vision	Guideposts	Books & Spoken
Be Thou My Vision	Tommy Coomes Band	Gospel & Religious
Beautiful Music	Amy Grant	Gospel & Religious
Beautiful Noise	Neil Diamond	Pop
Beauty And The Beast	Celine Dion & Peabo Bryson	Pop
Because You Loved Me	John Tesh	Pop
Because You Loved Me	John Tesh	New Age
Because You Loved Me (Theme From "Up Close & Personal")	Celine Dion	Pop
Beckoning	John Adorney	Jazz
Beethovan: Moonlight Sonata	Passport Music	Classical
Beethoven: Bagatelle In A Minor, WoO 59, "Für Elise"	Vladimir Ashkenazy	Classical
Beethoven: Piano Sonata #14 In C Sharp Minor, Op. 27/2, "Moonlight" - 1. Adagio Sostenuto	Emil Gilels	Classical
Beethoven: Piano Sonata #14 In C Sharp Minor, Op. 27/2, "Moonlight" - 1. Adagio Sostenuto	Vladimir Horowitz	Classical
Before I Go	Yanni	New Age
Before The Last Leaf Falls	David Lanz	New Age
Behind The Waterfall / Desert Rain	David Lanz	New Age
Believe	Cher	Electronica/Dance
Bellavia	Chuck Mangione	Jazz
Beloved	David Lanz	Holiday
Beneath The Cross	Hymns	Gospel & Religious
Bernstein: West Side Story - Somewhere	Charlotte Church	Classical
Bernstein: West Side Story - Tonight	Charlotte Church	Classical
The Best Is Yet To Come	Grover Washington Jr.	Jazz
The Best Of Me	Bryan Adams	Rock
Better Off Alone	Alice DeeJay	Electronica/Dance
The Big Rock	Máire Brennan	New Age
Big Sky	The Rippingtons	Jazz
Bilitis-Gènèrique	Sarah Brightman	Pop
Bird Island	Paul Hardcastle	Jazz
Bittersweet	Jim Brickman	New Age
Bizet: Carmen - Habañera	Charlotte Church	Classical
Bizet: Carmen - March Of The Toreadors	Herbert Von Karajan: Berlin Philharmonic Orchestra	Classical
Bizet: Les Pêcheurs De Perles - Je Crois Entendre Encore	Plácido Domingo; Carlo Maria Giulini: Los Angeles Philharmonic Orchestra	Classical
Black Diamond	The Rippingtons	Jazz
Black Diamond (Acoustic Version)	The Rippingtons	Jazz
Black Guitar	Oscar Lopez	Latin
Bless You Child	Bette Midler	Easy Listening
Blessed	Elton John	Pop
Blessed Assurance	Dalton	Gospel & Religious
Blessed Assurance	Hymns	Gospel & Religious
Blessed Be The Name Of The Lord	Don Moen	Gospel & Religious
Blue Eyes	Elton John	Pop
Blue Eyes	Elton John	Pop
Blue Eyes Crying In The Rain	Willie Nelson	Country
Blue Moon Of Kentucky	LeAnn Rimes	Country
Bluegrass State Of Mind	Billy Ray Cyrus	Country
Blueprints Of The Heart	David London	New Age
Boccherini: String Quintet In E, Op. 11/5, G 275 - Minuet	Orpheus Chamber Orchestra	Classical
Body & Soul	Shahin & Sepehr	New Age
Bonaire	Bryan Savage	Jazz
Bondade E Maldade	Cesaria Evora	World
Book Of Days	Enya	New Age
Book Of Days	Symphony Orchestra	Easy Listening
Born In The U.S.A.	Bruce Springsteen	Rock
Born To Be Alive	Groove Criminals	Electronica/Dance
Born To Be With You	Anne Murray	Country
Bossarosa	Obo & Sol Luna	Jazz
Brahma: Lullaby	Passport Music	Classical
Brahms: Hungarian Dance #1, WoO 1/1	Janos Sandor: Hungarian Philharmonic Orchestra	Classical
Brahms: Hungarian Dance #2, WoO 1/2	Janos Sandor: Hungarian Philharmonic Orchestra	Classical
Brahms: Hungarian Dance #3, WoO 1/3	Janos Sandor: Hungarian Philharmonic Orchestra	Classical
Brahms: Hungarian Dance #4, WoO 1/4	Janos Sandor: Hungarian Philharmonic Orchestra	Classical
Brahms: Hungarian Dance #5, WoO 1/5	Janos Sandor: Hungarian Philharmonic Orchestra	Classical
Brahms: Hungarian Dance #6, WoO 1/6	Janos Sandor: Hungarian Philharmonic Orchestra	Classical
Brahms: Hungarian Dance #7, WoO 1/7	Janos Sandor: Hungarian Philharmonic Orchestra	Classical
Brahms: Hungarian Dance #8, WoO 1/8	Janos Sandor: Hungarian Philharmonic Orchestra	Classical
Brahms: Hungarian Dance #9, WoO 1/9	Janos Sandor: Hungarian Philharmonic Orchestra	Classical
Brahms: Hungarian Dance #11, WoO 1/11	Janos Sandor: Hungarian Philharmonic Orchestra	Classical
Brahms: Hungarian Dance #12, WoO 1/12	Janos Sandor: Hungarian Philharmonic Orchestra	Classical
Brand New Start	Amy Grant	Gospel & Religious
Breakdown	Melissa Etheridge	Rock
Breath Of Heaven (Mary's Song)	Amy Grant	Holiday
Breathe	Marie Barnett	Gospel & Religious
Breathe Again	Chuck Loeb	Jazz
Breathe In Me (Trilogy 2 Of 3)	Michael W. Smith	Gospel & Religious
Bridge Over Troubled Water	Simon & Garfunkel	Pop
Britten: Ceremony Of Carols - Procession	Robert Shaw: Shaw Chamber Singers	Holiday
Brothers Under The Sun	Bryan Adams	Soundtrack
Bullseye	Peter White	Jazz
Buscame	Jose Luis Encinas	World
Buscame (Version Cantada)	Jose Luis Encinas	World
C'est Magnifique	Santa Esmeralda	Pop
Caccini: Ave Maria	Andrea Bocelli	Holiday
Caja De Cerillas	Johannes Linstead	Latin
California Girls	Papa Doo Run Run	Rock
California Stars	Billy Bragg & Wilco	Country
Call Me	Blondie	Rock
Calling Heaven	Michael W. Smith	Gospel & Religious
Can You Dig It	Grover Washington Jr.	Jazz
Can You Feel The Love Tonight	Elton John	Pop
Can You Feel The Love Tonight [Live]	Elton John	Pop
Can You Feel The Love Tonight?	John Tesh	New Age
Can't Help Falling In Love	Julio Iglesias	Latin
Can't Keep Me Silent	Angelic	Electronica/Dance
Cancion Triste	Jesse Cook	World
Candle In The Wind	Richard Clayderman	Easy Listening
Cannonball Run Theme	Chuck Mangione	Jazz
Cante Kian	Shahin & Sepehr	Jazz
Cante Kian	Shahin & Sepehr	New Age
Canto Della Terra	Andrea Bocelli	Classical
Cape Elizabeth	Tim Janis	New Age
Capture The Moment	David London	New Age
Careless Whisper	George Michael	Pop
Careless Whisper	Richard Clayderman	Easy Listening
Caribbean Blue	Enya	New Age
Caribbean Dream	Bryan Savage	Jazz
Caribean Breeze	The Rippingtons	Jazz
Carino	Chris Spheeris	New Age
Carnaval De Sao Vicente	Cesaria Evora	World
Carol of the Drum [Little Drummer Boy]	Jose Carreras & Diana Ross	Holiday
Carry Me Away	Govi	New Age
Cassandra	ABBA	Pop
Castles In The Sky	Ian Van Dahl	Electronica/Dance
Castles In The Sky	Ian Van Dahl	Electronica/Dance
Catalani: La Wally - Ne Andrò Lontano	Sarah Brightman	Pop
Catalina Kiss	Acoustic Alchemy	Jazz
Catch A Falling Star	Perry Como	Easy Listening
Cazador De Hielo	Jose Luis Encinas	World
Celebration	John Adorney	Jazz
Celestial Soda Pop	Ray Lynch	New Age
Celos	Los Fantasmas Del Caribe	Soundtrack
Chances Are	Johnny Mathis	Easy Listening
Change My Heart, Oh God	Roby Duke	Gospel & Religious
Chanson D'Amour	The Manhattan Transfer	Jazz
Chanson D'Enfance	Sarah Brightman	Pop
Chasing The Dawn	Peter White	Jazz
Check It Out	Karmadelic Feat. Sandy B.	Electronica/Dance
Cheldorado	Hans Zimmer	Soundtrack
Chiaroscuro	Johannes Linstead	Latin
The Child In Us	Enigma	New Age
The Child In Us		Rock
China Roses	Enya	New Age
Chiquitita	ABBA	Pop
Chopin: Berceuse In D Flat, Op. 57, B 154	Nikita Magaloff	Classical
Chopin: Etude #3 In E, Op. 10/3, CT 16, "Tristesse"	André Rieu	Classical
Chopin: Etude #3 In E, Op. 10/3, CT 16, "Tristesse"	Vladimir Ashkenazy	Classical
Chopin: Etude In E, Op. 10/3, CT 16 - Dans La Nuit	Sarah Brightman	Pop
Chopin: Nocturne #1 In B Flat Minor, Op. 9/1, CT 108	Nikita Magaloff	Classical
Chopin: Nocturne #1 In B Flat Minor, Op. 9/1, CT 108	Vladimir Ashkenazy	Classical
Chopin: Nocturne #2 In E Flat, Op. 9/2, CT 109	Nikita Magaloff	Classical
Chopin: Nocturne #2 In E Flat, Op. 9/2, CT 109	Vladimir Ashkenazy	Classical
Chopin: Nocturne #3 In B, Op. 9/3, CT 110	Nikita Magaloff	Classical
Chopin: Nocturne #4 In F, Op. 15/1, CT 111	Nikita Magaloff	Classical
Chopin: Nocturne #5 In F Sharp, Op. 15/2, CT 112	Nikita Magaloff	Classical
Chopin: Nocturne #6 In G Minor, Op. 15/3, CT 113	Nikita Magaloff	Classical
Chopin: Nocturne #7 In C Sharp Minor, Op. 27/1, CT 114	Nikita Magaloff	Classical
Chopin: Nocturne #8 In D Flat, Op. 27/2, CT 115	Nikita Magaloff	Classical
Chopin: Nocturne #9 In B, Op. 32/1, CT 116	Nikita Magaloff	Classical
Chopin: Nocturne #10 In A Flat, Op. 32/2, CT 117	Nikita Magaloff	Classical
Chopin: Prelude #4 In E Minor, Op. 28/4	Claudio Arrau	Classical
Chopin: Prelude #15 In D Flat, Op. 28/15, "Raindrop"	Vladimir Horowitz	Classical
Chopin: Waltz #1 In E Flat, Op. 18, "Grande Valse Brillante"	Malcolm Norman	Classical
Chopin: Waltz #2 In A Flat, Op. 34/1, "Valse Brillante"	Malcolm Norman	Classical
Chopin: Waltz #3 In A Minor, Op. 34/2, "Grand Valse Brillante"	Malcolm Norman	Classical
Chopin: Waltz #4 In F, Op. 34/3, "Valse Brillante"	Malcolm Norman	Classical
Chopin: Waltz #6 In D Flat, Op. 64/1, "Minute"	Malcolm Norman	Classical
Chopin: Waltz #6 In D Flat, Op. 64/1, "Minute"	Tamas Vasary	Classical
Chopin: Waltz #7 In C Sharp Minor, Op. 64/2	Malcolm Norman	Classical
Chopin: Waltz #7 In C Sharp Minor, Op. 64/2	Vladimir Horowitz	Classical
Chopin: Waltz #8 In A Flat, Op. 64/3	Malcolm Norman	Classical
Chopin: Waltz #9 In A Flat, Op. 69/1, "L'Adieu"	Malcolm Norman	Classical
Chopin: Waltz #10 In B Minor, Op. 69/2	Malcolm Norman	Classical
Chopin: Waltz #12 In F Minor, Op. 70/2	Malcolm Norman	Classical
Chopin: Waltz #13 In D Flat, Op. 70/3	Malcolm Norman	Classical
A Christmas Festival	Arthur Fiedler: Boston Pops Orchestra	Holiday
Christmas Hymm	Billy Childs	Holiday
Christmas Like Mama Used To Make It	Tracy Byrd	Holiday
Christmas Oratorio - Rejoice & Sing,	Robert Shaw: Shaw Chamber Singers	Holiday
The Christmas Song	Natalie Cole	Holiday
The Christmas Song (Chestnuts Roasting On An Open Fire)	Charlotte Church	Holiday
The Christmas Song (Chestnuts Roasting On An Open Fire)	Trisha Yearwood	Holiday
The Christmas Song [Instrumental]	Larry Carlton	Holiday
Christmas Time Is Here	David Benoit	Holiday
Christmas Waltz	Amy Grant	Holiday
Cinderella	Lionel Richie	Rock
City Of Lights	Peter White	Jazz
City Of New Orleans	Willie Nelson	Country
Closer To Heaven	The Alan Parsons Project	Rock
Closer To Me	Olivia Newton-John	Country
Clouds Over Rio	Shahin & Sepehr	Jazz
Club Paradiso	The Rippingtons	Jazz
Coconut	Obo & Sol Luna	Jazz
Come Away With Me	Norah Jones	Pop
Come Back (Love Has Got A Hold On Me)	Haddaway	Pop
Come Let Us Worship And Bow Down	The Maranatha! Singers	Gospel & Religious
Come Now Is The Time To Worship	Brian Doerksen	Gospel & Religious
Come Thou Almighty King	Guideposts	Books & Spoken
Come Undone		Rock
Come, Thou Fount Of Every Blessing	Tommy Coomes Band	Gospel & Religious
Cominando Por La Calle	Gipsy Kings	World
Como Baila (Radio Mix)	Grupo Manía	Latin
Con El Dedito	Vários Artistas	Latin
Concerto #1 In D, K.412 - I. Allegro	Wolfgang Amadeus Mozart	Classical
Concerto #1 In D, K.412 - II. Rondo (Allegro)	Wolfgang Amadeus Mozart	Classical
Concerto #2 In Eb, K.417 - I. Allegro Maestoso	Wolfgang Amadeus Mozart	Classical
Concerto #2 In Eb, K.417 - II. Andante	Wolfgang Amadeus Mozart	Classical
Concerto #3 In Eb, K.447 - I. Allegro	Wolfgang Amadeus Mozart	Classical
Concerto #3 In Eb, K.447 - II. Romanze (Larghetto)	Wolfgang Amadeus Mozart	Classical
Concerto #3 In Eb, K.447 - III. Allegro	Wolfgang Amadeus Mozart	Classical
Concerto #4 In Eb, K.495 - I. Allegro Moderato	Wolfgang Amadeus Mozart	Classical
Concerto #4 In Eb, K.495 - II. Romanze (Andante)	Wolfgang Amadeus Mozart	Classical
Concerto #4 In Eb, K.495 - III. Rondo (Allegro Vivace)	Wolfgang Amadeus Mozart	Classical
Coral Beach	Obo & Sol Luna	Jazz
Could I Have This Kiss Forever	Whitney Houston	R&B
Could It Be I'm Falling In Love	Peter White	Jazz
Coumba	Orchestra Baobab	World
Courage of the Wind	David Lanz	New Age
Courthouse	Chris Isaak	Rock
The Coventry Carol	Charlotte Church	Holiday
Cover To Cover	Billy Ray Cyrus	Country
The Cowboy And The Lady	John Denver	Rock
Cracklin' Rosie	Neil Diamond	Rock
Crazy	Willie Nelson	Country
Cristofori's Dream	David Lanz	New Age
Cristofori's Dream	David Lanz	New Age
Crocodile Rock [Live]	Elton John	Pop
Crooked River	Jim Brickman	New Age
Crown Him With Many Crowns	Tommy Coomes Band	Gospel & Religious
Cruising For Bruising	Basia	Pop
Crush	Jellyhead (Motiv8's Pumphouse 7' Edit)	Electronica/Dance
Crush	Jennifer Paige	Pop
Cry	Johnnie Ray	Pop
Cry	Johnnie Ray & The Four Lads	Easy Listening
Cry For Love	Michael W. Smith	Gospel & Religious
Cryin' Time	Ray Charles,Barbra Streisand	Easy Listening
Crying	Glen Campbell	Country
Crying At The Discoteque	Alcazar	Electronica/Dance
Crystal Palace	Oystein Sevag	Holiday
Culture	Chris Spheeris	New Age
Da Ya Think I'm Sexy?	Rod Stewart	Rock
Daddy DJ	Daddy DJ	Electronica/Dance
Dame, Dame, Dame (Gimme, Gimme, Gimme)	Jessica Cristina	Latin
Dança Ma Mi Criola	Tito Paris	World
Dance Away	Roxy Music	Rock
Dance Into The Light	Phil Collins	Pop
Dancing Queen	A*Teens	Pop
Dancing Queen	ABBA	Pop
Dancing Waves	TIAN	Classical
Dancing With The Muse	Chris Spheeris	New Age
Daniel	Elton John	Pop
Daniel [Live]	Elton John	Pop
Danza Del Mango	Govi	New Age
Day By Day	Hymns	Gospel & Religious
A Day Without Rain	Enya	New Age
De Nina A Mujer	Julio Iglesias	Latin
Debussy: Preludes, Book 1, L 117 - #8, La Fille Aux Cheveux De Lin	Jorge Bolet	Classical
Debussy's Claire De Lune	Steven C.	New Age
Deep Powder	The Rippingtons	Jazz
Deeper Than The Night	Olivia Newton-John	Pop
Delibes: Lakmé - The Flower Duet	Charlotte Church	Classical
Deliver Me	Sarah Brightman	Pop
... denn es ist Weihnachtszeit	Fischer Chöre	Holiday
Denn Es War Ihr Lachen	Simone	Unclassifiable
Deora Ar Mo Chroi	Enya	New Age
Departures	Danny Wright	New Age
Der Deutsche Hitmix No.3 - Block A	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block A	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block B	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block B	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block C	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block C	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block D	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block D	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block E	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block E	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block F	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block F	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block G	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block G	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block H	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block H	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block I	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block I	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block J	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block J	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block K	Various Artists	Folk
Der Deutsche Hitmix No.3 - Block K	Various Artists	Folk
Der Letzte Tango	Frans Bauer	Unclassifiable
Der Vogelfanger bin ich ja ("Papageno's Aria")	Wolfgang Amadeus Mozart	Classical
Desafinado	George Michael & Astrud Gilberto	Pop
Desiree	Neil Diamond	Pop
Devotion	Jim Brickman	New Age
Didn't We Almost Have It All	Whitney Houston	R&B
Dies bildnis ist bezaubernd schon ("Tamino's Aria")	Wolfgang Amadeus Mozart	Classical
A Different Kind Of Love Song	Cher	Electronica/Dance
Ding Dong! Merrily On High	Charlotte Church	Holiday
Disco Inferno	Cyndi Lauper	Electronica/Dance
Do You Hear What I Hear	Paulist Boy Choristers of California	Holiday
Does Your Mother Know	ABBA	Pop
Doin' Everything With You	Chuck Mangione	Jazz
Dokte	Ralph Thamar	World
Don't Answer Me	The Alan Parsons Project	Rock
Don't Cry For Me Argentina	Sarah Brightman	Pop
Don't Cry For Me Argentina [Clean]	Madonna	Pop
Don't Go Breaking My Heart [Live]	Elton John & Kiki Dee	Pop
Don't It Make My Brown Eyes Blue	Crystal Gayle	Country
Don't Know Why	Norah Jones	Pop
Don'T Leave Me This Way	Groove Criminals	Electronica/Dance
Don't Let Go (with Sarah McLachlan)	Bryan Adams	Soundtrack
Don't Let Me Be Misunderstood	Groove Criminals	Electronica/Dance
Don't Let Me Be Misunderstood	Santa Esmeralda	Soundtrack
Don't Let Me Be Misunderstood/Esmeralda Suite	Santa Esmeralda	Pop
Don't Let The Sun Down On Me	George Michael & Elton John	Pop
Don't Let The Sun Go Down On Me	George Michael & Elton John	Pop
Don't Let The Sun Go Down On Me [Live]	Elton John	Pop
Don't Let This Moment End	Gloria Estefan	Latin
Don't Look Back	Dave Koz	Jazz
Don't Need A Gun	Billy Idol	Rock
Don't Need A Gun	Billy Idol	Rock
Don't You (Forget About Me)	Billy Idol	Rock
Dona Nobis Pacem	Michael Manring	Holiday
Donde Florecen Los Limoneros Vals Op.364	Orchestra Of The Vienna Volksoper	Classical
Dor Di Amor	Cesaria Evora	World
Doubly Good To You	Amy Grant	Gospel & Religious
Downtown Train	Rod Stewart	Rock
Drake's Drum	Acoustic Alchemy	New Age
Draw Me Close	Michael W. Smith	Gospel & Religious
Draw Tua Bethlehem/Far Over Bethlehem	Charlotte Church	Holiday
Dream A Dream	Charlotte Church	Holiday
The Dream Of The Dolphin	Enigma	New Age
Dream Spiral	Hilary Stagg	New Age
Dreamcatcher	Secret Garden	New Age
Dreamer's Waltz	David Lanz	Holiday
Dreamer's Waltz	David Lanz	New Age
Dreaming	Blondie	Rock
Dreaming On A World	Tracy Chapman	Folk
Dreamland	Black Box	Electronica/Dance
Dreamland Express	John Denver	Rock
Drifting	Suzanne Ciani	New Age
Drive	The Cars	Rock
Drive	The Cars	Rock
Du Ich Lieb' Dich	Fantasy	Unclassifiable
Dulce Dulce	Los Fantasmas Del Caribe	Soundtrack
Dust In The Wind	Sarah Brightman	Pop
Dvořák: Lied An Den Mond	André Rieu	Classical
Dvorak: Rusalka, Op. 144, B 203, "La Luna"	Sarah Brightman	Pop
Dvořák: Symphony #9 In E Minor, Op. 95, B 178, "From The New World" - 2. Largo	André Rieu	Classical
Eagle	ABBA	Pop
Earth Story	Nicholas Gunn	New Age
East River Drive	Grover Washington Jr.	Jazz
East/West Highway	Shahin & Sepehr	New Age
Easy As Life	Tina Turner & Angelique Kidjo	Soundtrack
Echo Of Time	Cheryl Gunn	New Age
El Amor No Se Puede Olvidar	Pimpinela	Latin
El Choclo	Julio Iglesias	Latin
El Dorado	Elton John	Soundtrack
El Farol	Santana	Rock
El Muro	Enrique Iglesias	Latin
El Muro	Enrique Iglesias	Latin
Elaborate Lives	Heather Headley	Soundtrack
Elecktra	Chris Spheeris	New Age
Embrace	Bee Gees	Pop
Embrace	Chris Spheeris	New Age
Emmanuel, God With Us	Amy Grant	Holiday
Emperor Waltz, Op.437	Franz Welser-Möst; London Philharmonic Orchestra	Classical
Empty Garden (Hey Hey Johnny)	Elton John	Pop
En Aranjuez Con Tu Amor	Sarah Brightman	Pop
Enamorado Por Primera Vez	Enrique Iglesias	Latin
Enchantment	Yanni	New Age
The End Of August	Yanni	New Age
The End Of August	Yanni	New Age
The End Of The World	Vonda Shepard	Rock
Endless Love	Diana Ross & Lionel Richie	Easy Listening
Endless Love	Kenny Rogers	Country
Entre Ella Y Yo	Edith Márquez	Latin
